"1","AuthorPullRequest","2017-10-20T08:30:09-03:00"
"2","Reactions","2017-10-20T08:36:26-03:00"
"3","AuthorPullRequest","2017-10-21T12:28:10-03:00"
"4","AuthorIssue","2019-02-08T23:30:43-03:00"
"5","AuthorIssue","2019-10-08T13:47:50-04:00"
"6","AuthorPullRequest","2019-10-09T04:10:49-04:00"
"7","Starred",""
"8","Releases",""
"9","Taggers",""
"10","EditorIssue",""
"11","EditorPullRequest",""
"12","Merged",""
"13","Watcher","False"
"14","AssigneeIssues","False"
"15","ParticipantIssue","True"
"16","AssigneePullRequest","False"
"17","ParticipantPullRequest","True"
"18","SuggestedReviewer","False"
