"1","AuthorPullRequest","2017-03-15T00:29:19-04:00"
"2","AuthorPullRequest","2017-05-01T14:32:14-04:00"
"3","EditorPullRequest","2017-05-01T14:36:45-04:00"
"4","AuthorPullRequest","2017-09-13T01:52:25-04:00"
"5","Starred","2017-09-16T14:58:45-04:00"
"6","Releases",""
"7","Taggers",""
"8","Reactions",""
"9","AuthorIssue",""
"10","EditorIssue",""
"11","Merged",""
"12","Watcher","False"
"13","AssigneeIssues","False"
"14","ParticipantIssue","False"
"15","AssigneePullRequest","False"
"16","ParticipantPullRequest","True"
"17","SuggestedReviewer","False"
