"1","Starred","2016-11-15T07:50:44-03:00"
"2","AuthorPullRequest","2017-01-28T16:26:42-03:00"
"3","AuthorPullRequest","2017-02-01T10:36:56-03:00"
"4","AuthorPullRequest","2017-02-07T10:06:39-03:00"
"5","AuthorPullRequest","2017-02-14T06:02:05-03:00"
"6","Releases",""
"7","Taggers",""
"8","Reactions",""
"9","AuthorIssue",""
"10","EditorIssue",""
"11","EditorPullRequest",""
"12","Merged",""
"13","Watcher","False"
"14","AssigneeIssues","False"
"15","ParticipantIssue","False"
"16","AssigneePullRequest","True"
"17","ParticipantPullRequest","True"
"18","SuggestedReviewer","False"
